,id,date,text,type,edited_date,parent_post_id,direct_reply_to,likes,language,textblob_polarity,vader_sentiment_positive,vader_sentiment_neutral,vader_sentiment_negative,vader_sentiment_compound,RuSentiment_positive,RuSentiment_neutral,RuSentiment_negative,user_screen_name
18,Ugxlhts0Gn97gjgQIZB4AaABAg,2023-11-12T08:23:45Z,"Evil, nasty stuff. Western women are over with, can’t associate with them anymore",Thread,2023-11-12T08:23:45Z,,,0,en,-0.6666666666666666,,0.421,0.579,-0.8402,,,,
19,UgxSLyKvhQu5lsI2HPR4AaABAg,2023-11-12T05:14:54Z,"everything choices must take a risk
if you want safe for the predator, then just work from home. be the housewife or the garage retailer will much safer

this metoo movement is so stupid.",Thread,2023-11-12T05:14:54Z,,,0,en,-0.0333333333333333,0.165,0.152,0.683,-0.1195,,,,
20,UgxWmCxUliNh5Hr8cmZ4AaABAg,2023-11-11T03:15:50Z,femoid propa.,Thread,2023-11-11T03:15:50Z,,,0,pt,,,,,,,,,
21,UgxWxCzWDB5bpCq-IYd4AaABAg,2023-11-10T13:10:16Z,"Hypocrisy made flesh. 

And an objectively terrible film at that, with most characters staring at screens or each other with no dialogue for most of it, and half an hour of stock music over characters walking/driving/running/crying.

🍪",Thread,2023-11-10T13:10:16Z,,,0,en,-0.0583333333333333,,0.132,0.868,-0.6486,,,,
22,UgxbeGoLxEIDD5naOAN4AaABAg,2023-11-10T13:07:02Z,"""Can you imagine how many Harveys there are out there""
Its crazy actually, they're such a small percent of the US population yet they hold so much power in media.",Thread,2023-11-10T13:07:02Z,,,0,en,-0.0249999999999999,,0.076,0.924,-0.34,,,,
23,UgxshZR6qIQXkqLumkB4AaABAg,2023-11-09T14:42:52Z,"Universal ""Delete Negative comments"" Pictures",Thread,2023-11-09T14:42:52Z,,,3,en,-0.15,,0.481,0.519,-0.5719,,,,
24,Ugw-X1iGorNXXi2VeW54AaABAg,2023-11-01T07:15:48Z,To bring someone down with his background is ground breaking.,Thread,2023-11-01T07:15:48Z,,,0,en,-0.1555555555555555,,,1.0,,,,,
25,UgwJGaxlr2Pl4MLJMVx4AaABAg,2023-10-11T22:49:18Z,Waste of money,Thread,2023-10-11T22:49:18Z,,,2,en,-0.2,,0.583,0.417,-0.4215,,,,
26,Ugw3h2SHAVzB5jtyzJF4AaABAg,2023-10-10T23:27:54Z,I watched the movie. This is a really important movie. The settlements Weinstein used to silence the women should be forbidden by law. It is a shame the US law allows such practices. They will say it is freedom but in fact the settlements corrupt freedom by destroying the lives of the victims.,Thread,2023-10-10T23:27:54Z,,,0,en,-0.075,0.147,0.174,0.679,-0.2152,,,,
27,UgxO3i3H2xQIshWpyIN4AaABAg,2023-09-22T08:23:16Z,So people tell the truth and others lied... YOU CANNOT BELIVE EVERYONE...DUH,Thread,2023-09-22T08:23:16Z,,,0,en,,0.154,0.174,0.671,-0.0772,,,,
28,Ugz8EPycuoPUI1kr2wx4AaABAg,2023-09-09T18:39:11Z,"such greater good the New York Times team has done for the society! He is a predator whom went after young girls, especially those whom hasn't found a voice yet to say no, whom don't know how to react.. This incident/movie teaches us how important for young girls to learn how to say no and protect themselves and how bad the system, even the criminal system, was in protecting us.",Thread,2023-09-09T18:39:11Z,,,1,en,0.0870454545454545,0.088,0.142,0.77,-0.6571,,,,
29,UgyV1EDFBLyJ5kHjG4l4AaABAg,2023-09-01T11:10:01Z,I love how the lib media are now trying to pretend they were fearlessly exposing Weinstein when they actually spent years covering up Hollywood's crimes.,Thread,2023-09-01T11:10:01Z,,,4,en,0.2,0.205,0.114,0.682,0.5859,,,,
30,UgwYaMd3_neGVV5Guq14AaABAg,2023-09-01T03:49:01Z,"What, my legs don't work when bad behavior begins. Today if you don't go woke, you don't get work. Worse than touching. This is about your soul.",Thread,2023-09-01T03:49:01Z,,,1,en,-0.1999999999999999,0.178,,0.822,0.6602,,,,
31,Ugx-T2rx9I3fSNEj7ml4AaABAg,2023-08-11T01:51:44Z,Hollywood is full of pedos and rapists,Thread,2023-08-11T01:51:44Z,,,0,en,0.35,,0.417,0.583,-0.6486,,,,
32,UgyDZXzn4mzeGo2MhKZ4AaABAg,2023-08-08T00:18:33Z,"for the record... Harvey didn't make a red cent off this. Universal has never put out a single Weinstein film. Harvey and his brother worked solely through the indie circuit, either by Miramax or the Weinstein Company.",Thread,2023-08-08T00:18:33Z,,,0,en,-0.0178571428571428,,,1.0,,,,,
33,UgzAl9T7d-i9BgvyDDB4AaABAg,2023-07-29T20:26:03Z,I just watched this movie and it infuriates me that this POS was protected for so long. The lives he destroyed is immeasurable on top of the trauma left in its wake. People like him and those who protect these predators are totally disgusting and there is a special place in hell for them all. To the women who finally came forward I pray for your healing and ability to live on knowing that your voice was heard loud and clear.,Thread,2023-07-29T20:26:03Z,,,2,en,0.0159451659451659,0.187,0.169,0.644,-0.2944,,,,
34,UgwOqmSiFCQDF06q1OV4AaABAg,2023-07-23T06:36:52Z,"Nice story, but dialog was awkward and the pacing just feels like they’re trying to make a drama/thriller out of this. Except from the main characters, the two journalists, I liked everyone in the cast.",Thread,2023-07-23T06:36:52Z,,,0,en,0.1916666666666666,0.212,0.046,0.743,0.7876,,,,
35,UgwNqKLyEUQY9J8DMRt4AaABAg,2023-07-20T09:06:08Z,"My question is, doesn’t California have a police department to investigate these crimes? Why does a journalist have to do their job? Just seems very lazy on the police department. Get others to get the evidence for them.",Thread,2023-07-20T09:06:08Z,,,0,en,-0.325,,0.079,0.921,-0.4859,,,,
36,Ugwx7C5an16XH_P86wN4AaABAg,2023-07-18T19:26:10Z,"I watched the movie and kept on asking myself, “How did Harvey learn that he could have sex with women/girls outside of a lifelong committed relationship?”  It used to be taboo and even illegal to do so in most western societies. The first step in a society creating a “ Harvey” is to loosen those laws and taboos. 
While I would love to just blame Harvey W., that doesn’t stop the next “Harvey” from coming into existence. We created that monster. Our society did that. Without the concept that sex outside of a lifelong committed relationship is taboo and illegal, there will be more monsters like Harvey. If his parents and the culture of the 60’s and 70’s had influenced him that it’s not ok to have sex with dozens of people, he wouldn’t have started to do what he did. Lots of people approved of at least his sex outside of marriage. That was the starting point to his unethical behavior. 
We don’t lose much other than pain and suffering when we keep sex within the healthy boundaries of lifelong committed relationships through culture and law.",Thread,2023-07-18T19:26:10Z,,,0,en,0.0144736842105263,0.105,0.12,0.775,-0.6261,,,,
37,Ugw4W3gHOLCYbILbLm94AaABAg,2023-07-14T04:16:20Z,Wouldn't it be great if the movie was produced by miramax.,Thread,2023-07-14T04:16:20Z,,,0,en,0.8,,0.248,0.752,-0.5096,,,,
38,Ugy_T7zIYGeDJkdVrM54AaABAg,2023-07-09T12:11:50Z,Someone needs to a movie about Oprah,Thread,2023-07-09T12:11:50Z,,,0,en,,,,1.0,,,,,
39,UgyHsFGbP-BvpqjuCq94AaABAg,2023-06-30T23:09:44Z,This looks like the HR Department's version of All The President's Men. LOL laughably lightweight and lacking in gravitas. Joke.,Thread,2023-06-30T23:09:44Z,,,0,en,0.15,0.395,,0.605,0.8567,,,,
40,UgziXzyzo000JXC3mgl4AaABAg,2023-06-18T05:12:09Z,"I almost watched the movie...was looking forward to it but the INSINUATION at the beginning!  You wish that were true - re: ""The President""   Lies     switched to a another movie...  How did that lie go for all those women who lied?   Not so well.. and here you are pushing the narrative again?",Thread,2023-06-18T05:12:09Z,,,0,en,0.35,0.112,0.16,0.728,-0.4675,,,,
41,UgxNlqcoWHKp7rsHgF14AaABAg,2023-06-10T03:02:45Z,"I cry when i watch this movie i have work with women who have been abused and law or police doesn't do anything to put the abuser on jail for women like this reporters who work so hard on making people be aware at least  things are changing, very good movie sadly is bases on a true story i am happy the monster is on jail",Thread,2023-06-10T03:02:45Z,,,0,en,0.1131481481481481,0.145,0.177,0.678,-0.4092,,,,
42,UgylLyPt_Bxk6hLmoNV4AaABAg,2023-06-09T22:38:28Z,Rich men get away with crimes because they have money. That's the reality of a small part of underground crimes.,Thread,2023-06-09T22:38:28Z,,,0,en,0.0625,0.159,,0.841,0.5574,,,,
43,Ugz1dlbJkQhz8ULpvUN4AaABAg,2023-06-09T16:09:34Z,12:09 pm June 9th 2023,Thread,2023-06-09T16:09:34Z,,,0,en,,,,1.0,,,,,
44,UgyzXNDKtDOyR6dlbyF4AaABAg,2023-06-09T16:09:17Z,I’m about to watch this movie for the first time,Thread,2023-06-09T16:09:17Z,,,0,en,0.25,,,1.0,,,,,
45,UgxKbzfBIHbWfAIQlBV4AaABAg,2023-06-06T22:55:51Z,"I thought it was a good film. To me, it was more about the journalists and their work on a major story - similar to Woodward & Bernstein. Also, if it contributes to the awareness about sexual harassment, I'm for it.",Thread,2023-06-07T00:34:00Z,,,0,en,0.3525,0.064,0.077,0.859,-0.1531,,,,
46,Ugz1gJcGhCXIs8OnXNx4AaABAg,2023-06-01T13:43:11Z,"Just watched it. The dialogue was awkward, and the pacing felt off, but it had me crying by the end. In a good, cathartic way. I love journalism movies and movies that expose injustice. This was like Spotlight, All the President's Men, and Dark Waters. Not the same quality,  but still good.",Thread,2023-06-01T13:43:11Z,,,1,en,0.1357142857142857,0.229,0.17,0.602,0.7469,,,,
47,UgxUWl7CApskpBtY4KJ4AaABAg,2023-05-30T05:06:24Z,"I started watching this, but it’s really hard to keep watching it when they are talking about Trump and many women just don’t care that he did all that stuff and worship him. And he could win again?! 🤮 🤬",Thread,2023-05-30T05:06:24Z,,,0,en,0.4027777777777777,0.226,0.037,0.737,0.9109,,,,
48,UgxWNoT8m23_RPgxBdJ4AaABAg,2023-05-21T23:35:20Z,"Watching this, all I want to say to you is, you did it. He’s sitting in JAIL, until he dies, masturbating. Stand Proud, I definitely admire a strong and smart person! We all do.",Thread,2023-05-21T23:35:20Z,,,0,en,0.2802380952380952,0.371,,0.629,0.9381,,,,
49,Ugy2z2dUAjjgCNLUOV94AaABAg,2023-05-19T13:59:15Z,This is depraved america.,Thread,2023-05-19T13:59:15Z,,,0,en,,,,1.0,,,,,
50,Ugzx2pAKuHg9RY7paWB4AaABAg,2023-05-07T16:36:13Z,Show business is about organized high end prostitution.  I fail to understand whats wrong with Weinstein. These girls whoever they are shall join a nunnery. You cant complain about kitchen heat when your job is tossing burgers at McDonald's.  Utter nonsense.,Thread,2023-05-07T16:36:13Z,,,1,en,-0.21,0.086,0.192,0.721,-0.7417,,,,
51,9pQENGSUyP49q1czs_bxB0,2023-05-22T23:50:27Z,WTF is wrong with you? He sexually abused them and you're saying it's their fault? Grow the hell up,Reply,2023-05-22T23:50:27Z,Ugzx2pAKuHg9RY7paWB4AaABAg,,2,en,-0.1666666666666666,,0.57,0.43,-0.9617,,,,
52,9pQENGSUyP49wxtX2ZYvie,2023-11-11T03:18:30Z,@@volerasphereit is theirs. they know they had to get in that casting couch. they've accepted the contract.,Reply,2023-11-11T03:18:30Z,Ugzx2pAKuHg9RY7paWB4AaABAg,@volerasphere,1,en,,0.123,,0.877,0.2732,,,,
53,UgyJn1JbGh0rAe3E0vh4AaABAg,2023-04-30T20:36:46Z,Didn't even know this movie was a thing.,Thread,2023-04-30T20:36:46Z,,,0,en,,,,1.0,,,,,
54,UgyaBcxIYUdI6swsrv14AaABAg,2023-04-28T20:41:32Z,"I was looking for Carey Mulligan as a fan of her role as Sally Sparrow in ""Doctor Who,""  but I didn't recognize her.",Thread,2023-04-28T20:41:32Z,,,0,en,,0.07,,0.93,0.1655,,,,
55,UgwO9vTE_ekxGfKlPNR4AaABAg,2023-04-24T18:53:38Z,"Fantastic film. Absolute must-see. Stop w/ the industry hate and see the good it can do, and has done. 🎥",Thread,2023-04-24T18:53:38Z,,,1,en,0.125,0.221,0.201,0.578,0.1531,,,,
56,UgxXeoV429aznVtz5eR4AaABAg,2023-04-10T19:47:36Z,"That old saying, Go along to get along. The industry sacrificed women for money.",Thread,2023-04-10T19:47:36Z,,,0,en,0.1,,,1.0,,,,,
57,UgzBSOwcVkjO45Z2Q-V4AaABAg,2023-04-07T03:20:24Z,One in 6 women in the US will be raped in their lifetime.,Thread,2023-04-07T03:20:24Z,,,0,en,,,0.277,0.723,-0.6808,,,,
58,Ugx3lmApuudIZENlyKF4AaABAg,2023-03-29T22:57:42Z,"Harvey Weinstein is not the only one, there’s others including Jeffery Epstein.",Thread,2023-03-29T22:57:42Z,,,0,en,,,,1.0,,,,,
59,UgxE7h0FfPHsXnXwrAJ4AaABAg,2023-03-27T01:19:51Z,Has major occult creep vibes,Thread,2023-03-27T01:19:51Z,,,0,ca,,,,,,,,,
60,UgwwQkAy64-Ai0ZNd9d4AaABAg,2023-03-24T01:05:52Z,THAT'S WHAT SHE SAID!,Thread,2023-03-24T01:05:52Z,,,1,en,,,,1.0,,,,,
61,Ugx-jyNi85RVx9HheWB4AaABAg,2023-03-23T01:02:42Z,this has been on my watch list for a while. so glad i finally watched it. very well-made and told the stories of many women who deserved to be told. made me tear up and cry in a few places.,Thread,2023-03-23T01:02:42Z,,,13,en,0.2,0.086,0.069,0.845,0.1941,,,,
62,UgysRnNL5Jx87YD78Pp4AaABAg,2023-03-16T17:50:56Z,"incredible film, emotional and something I didn't want to end",Thread,2023-03-16T17:50:56Z,,,0,en,0.45,0.169,0.11,0.721,0.1671,,,,
63,UgwcJ62IB4U7a1jMjtl4AaABAg,2023-03-15T23:29:38Z,"This is an incredible film, if you're unsure just watch it. Thank you to the team who made it and more importantly to all the women who did and didn't come forward, you are all incredible.",Thread,2023-03-15T23:30:46Z,,,34,en,0.6749999999999999,0.127,0.05,0.823,0.4754,,,,
64,UgwOwQo_RFVacqorHXB4AaABAg,2023-03-14T02:11:10Z,"""These women are way worse than Harvey"" -- Anonymous Podcaster.",Thread,2023-03-14T02:11:10Z,,,0,en,-0.4,,0.256,0.744,-0.4767,,,,
65,9nDdSBc--bf9nI7-OK_GVn,2023-03-15T19:55:04Z,Sexist men will always blame women for the crimes of men. Nothing new. Hopefully that attitude will die off as older generations do.,Reply,2023-03-15T19:55:04Z,UgwOwQo_RFVacqorHXB4AaABAg,,1,en,0.1515151515151515,,0.3,0.7,-0.8205,,,,
66,9nDdSBc--bf9nLGA-6DInb,2023-03-17T01:12:53Z,@Merican Modi  Being pressured into sex because of your finances or your physical safety is not choice. You know who did have a choice? The men.,Reply,2023-03-17T01:12:53Z,UgwOwQo_RFVacqorHXB4AaABAg,,1,en,,0.101,0.069,0.83,0.2263,,,,
67,9nDdSBc--bf9wxtZrPWL51,2023-11-11T03:18:53Z,"but the podcasters are right, tough.",Reply,2023-11-11T03:19:01Z,UgwOwQo_RFVacqorHXB4AaABAg,,0,en,-0.0515873015873016,,0.259,0.741,-0.1901,,,,
68,UgzWszE2lgIrFGGTYRp4AaABAg,2023-03-11T18:49:47Z,Excellent. Every young woman should watch.,Thread,2023-03-11T18:49:47Z,,,1,en,0.55,0.425,,0.575,0.5719,,,,
69,Ugz3hvB3oXlQOErnh1F4AaABAg,2023-03-10T15:27:07Z,That’s very overpowering 😢,Thread,2023-03-10T15:27:07Z,,,0,en,0.2,,0.458,0.542,-0.5233,,,,
70,UgzuKMFBZhxJmymdM114AaABAg,2023-03-07T10:16:04Z,"I hate slow burn Boring Sexsual Harsment stoty he👎Charector devloment itna weak he inke saath not Conneted, 20min dekhkar band kardiya😠😠😡",Thread,2023-03-07T10:16:04Z,,,0,en,-0.61875,,0.392,0.608,-0.9382,,,,
71,UgxzJBaUgGsg43i71kJ4AaABAg,2023-03-06T16:09:49Z,"I can't believe when Rose McGowan came out about what happened to her, I used to watched her in Charmed when I was high school/college.",Thread,2023-03-06T16:09:49Z,,,0,en,0.38,0.111,,0.889,0.4588,,,,
72,Ugxf-crH_BKSe6uaKf94AaABAg,2023-03-02T19:19:53Z,This movie should not have been made. It is nothing but woke lies. Just another trump hit piece to take attention off of the absolute failure that is joe Biden,Thread,2023-03-02T19:19:53Z,,,1,en,-0.0583333333333333,0.085,0.126,0.79,-0.351,,,,
73,9ml_dGAf5tI9nBR9JkbXEH,2023-03-13T05:36:30Z,I don't think you watched the movie bud it's about Harvey weinsteine who was found guilty and is going to be in jail the rest of his life.,Reply,2023-03-13T05:36:30Z,Ugxf-crH_BKSe6uaKf94AaABAg,,3,en,-0.3,,0.094,0.906,-0.4215,,,,
74,9ml_dGAf5tI9q1d6iY0tkp,2023-05-22T23:51:31Z,WTF does this movie have to do with Trump or Biden?,Reply,2023-05-22T23:51:31Z,Ugxf-crH_BKSe6uaKf94AaABAg,,1,en,-0.5,,0.312,0.688,-0.6739,,,,
75,Ugx-c0JsxBSOYjrLV9t4AaABAg,2023-02-22T02:23:40Z,🗑,Thread,2023-02-22T02:23:40Z,,,0,und,,,,,,,,,
76,UgyKMbTjNVYWrw2b04N4AaABAg,2023-02-21T22:52:00Z,"weistein is just their scapegoat, it is all of them, every single one of them running the government now, trying to take over the world now.",Thread,2023-02-21T22:52:00Z,,,0,en,-0.0714285714285714,,0.097,0.903,-0.4019,,,,
77,UgzTNHHvcCBjkZaG4it4AaABAg,2023-02-20T23:39:16Z,"The film bombed, get WOKE..",Thread,2023-02-20T23:39:16Z,,,1,en,,,,1.0,,,,,
78,9mNINN3d1Hi9xJ9OYquxLS,2023-11-19T18:49:10Z,Why is it woke ?,Reply,2023-11-19T18:49:10Z,UgzTNHHvcCBjkZaG4it4AaABAg,,0,af,,,,,,,,,
79,UgzDN_cfXXQIxBLqbNl4AaABAg,2023-02-19T21:52:58Z,"Just finished this movie, it was so good. People are saying the ""industry"" is profiting off of this, but he was NOT apart of Universal Pictures. This is also based on the book and was very accurate to the real-life events. It's important for media to speak up like this on really uncomfortable topics, and to do it with respect to the victims. This movie did so brilliantly",Thread,2023-02-19T21:52:58Z,,,110,en,0.3366666666666666,0.232,0.078,0.69,0.924,,,,
80,Ugxfaz75IS03zcMBF5B4AaABAg,2023-02-17T20:15:41Z,Available to rent on Amazon Prime video $5.99.,Thread,2023-02-17T20:15:41Z,,,0,it,,,,,,,,,
81,UgyoO9lP1qHKiiGO_854AaABAg,2023-02-16T17:09:09Z,Women and children on a small school bus I dreamed,Thread,2023-02-16T17:09:09Z,,,0,en,-0.25,,,1.0,,,,,
82,UgydpfSvYTt85ALWF5F4AaABAg,2023-02-15T01:46:03Z,"Looks okay, not a strong plot. But I love Carey Mulligan and that last line in the trailer. The other lead seems great as well.",Thread,2023-02-15T01:46:03Z,,,0,en,0.2430555555555555,0.416,0.049,0.535,0.9403,,,,
83,UgwvWp3hEfn5dYDNcfp4AaABAg,2023-02-14T16:46:08Z,La peli la verdad es entretenida por todo el morbo que toca pero creo que mucha gente no fue a verla porque creian que seria muy progre,Thread,2023-02-14T16:46:08Z,,,0,es,,,,,,,,,
84,UgyiOCE4dDjZW1Q2z3F4AaABAg,2023-02-14T12:58:31Z,體制、法律保護有權有錢犯罪，美國並不偉大，但美國在進步。,Thread,2023-02-14T12:58:31Z,,,0,zh-tw,,,,,,,,,
85,UgyxXYJmq8NGpLpsbJR4AaABAg,2023-02-11T17:16:14Z,"I think it would be great to make a film about Weinstein. It's a very interesting case.
But first of all I want to say that this film is of very cheap TV-movie quality. It is not high quality cinema. The dialogue is expository and preachy, and the cinematography and direction are very bad. This is very shameful. It's a very good plot, but bad directors and writers have ruined the film. Look at Insider, Dark Waters, Spotlight, The Post, All the President's Men. Those are true stories, journalist films, heavy style, but they were also very well made entertainment films.",Thread,2023-02-11T17:16:14Z,,,0,en,0.1171428571428571,0.163,0.145,0.692,-0.1675,,,,
86,UgxexXwVokpLoocOyyx4AaABAg,2023-02-10T00:55:32Z,"This was the most contrived, spoon-fed, gratuitous, self-serving, white-women-aggrandizing movie ever made.",Thread,2023-02-10T00:55:32Z,,,1,en,-0.1666666666666666,,,1.0,,,,,
87,UgzVCn8DcrdnkiUHstV4AaABAg,2023-02-09T18:15:40Z,Well I hope no man or nasty woman sexually harasses me for no reason even I am a special needs man.,Thread,2023-02-09T18:15:40Z,,,0,en,-0.0476190476190476,0.327,0.243,0.43,0.4067,,,,
88,UgxwgLSIAB-ZPAHpI694AaABAg,2023-02-04T00:57:34Z,Brad Pitt executive producer. I don't trust that. He was married to Angelina Jolie who has said on the record that Weinstein tried to assault her. He has come to the party rather late.,Thread,2023-02-04T00:57:34Z,,,0,en,-0.0249999999999999,0.067,0.162,0.771,-0.5862,,,,
89,UgylFua_s9mK1pa1xOF4AaABAg,2023-02-03T18:23:11Z,"I hope it's as good as""Bombshell""",Thread,2023-02-03T18:23:11Z,,,0,en,0.7,0.592,,0.408,0.7003,,,,
90,UgwSVHRYoQDB8yFz53B4AaABAg,2023-02-01T05:35:41Z,Just watched this movie. The way they tried to link Harvey with Trump and completely leave out his ties with the Democratic Party including the Obamas and Clintons.,Thread,2023-02-01T05:35:41Z,,,1,en,0.1,0.089,0.049,0.861,0.2975,,,,
